"","X.x","CountryID","LandscapeID","FieldID","PlotID","VineVariety","Organic","InterRowManagement","CoverCropType","TillageFreq","MowingFreq","SprayingFreq","SprayingFreq_Herbicide","SprayingFreq_Fungicide","SprayingFreq_Insecticide","QuantityAI_kgAIha","QuantityHerbicide","QuantityFungicide","QuantityInsecticide","NoAI","NoAI_Herbicide","NoAI_Fungicide","NoAI_Insecticide","X.y","Crops","Grasslands","Forests","Vineyards","GrassStrips","HedgeRows","SoftPaths","Artificial","Water","Others","SemiNatural","SemiNatural_Wstrips","Agriculture","Dist.snh","Dist.snh_Wstrips","MPS_Crops","MPS_Grasslands","MPS_Forests","MPS_Vineyards","MPS_GrassStrips","MPS_HedgeRows","MPS_SoftPaths","MPS_Artificial","MPS_Water","MPS_Others","MPS_SemiNatural","MPS_Agriculture","MPS_Landscape","SDPS_Landscape","CVPS_Landscape","SDPS_Crops","SDPS_Grasslands","SDPS_Forests","SDPS_Vineyards","SDPS_GrassStrips","SDPS_HedgeRows","SDPS_SoftPaths","SDPS_Artificial","SDPS_Water","SDPS_Others","SDPS_SemiNatural","SDPS_Agriculture","Edge","Dist.forest","Dist.water","Dist.natgrassld","Dist.softpath","Dist.hedgerow","Dist.grassstrip","Total","BirdRichness","BirdAbundance","BirdN","ButtRichness","ButtAbundance","ButtN","EwormAbundance","EwormRichness","EwormN","MicrobeN","MicrobeRichness","MicrobeAbundance","PlantRichness","PlantCover","PlantN","BeeRichness","BeeAbundance","SyrphidRichness","SyrphidAbundance","SpiderRichness","SpiderAbundance","SpiderN","CarabN","CarabRichness","CarabAbundance","CollemboAbundance","CollemboRichness","SpiderFoliageRichness","SpiderFoliageAbundance","SpiderFoliageN","ColeopteraFoliageRichness","ColeopteraFoliageAbundance","ColeopteraFoliageN","HemipteraFoliageRichness","HemipteraFoliageAbundance","HemipteraFoliageN","HeteropteraFoliageRichness","HeteropteraFoliageAbundance","HeteropteraFoliageN","MB_MeanScMax","MB_MeanZscore","MB_Thresh70","MB_N","MA_MeanScMax","MA_MeanZscore","MA_Thresh70","MA_N","DateSurvey","PlotArea_ha","YieldTarget_hlperha","YieldRealised_hlperha","YieldMean5years_hlperha","Ntester","Date","PhenologicalStage","SoilC","SoilN","SoilCNSampleSize","DecompokRate","DecompoSfactor","DecompokSampleSize","DecompoGTPercentMassRemaining","DecompoGTSampleSize","DecompoGTComment","DecompoRPercentMassRemaining","DecompoRSampleSize","DecompoRComment","SoilPhosphatase","SoilGlucosidase","SoilUrease","PredRateEggs","PredRateEggsSampleSize","PredRatePupae","PredRatePupaeSampleSize","PredRatePlasticine","PredRatePlasticineSampleSize","PathogenDamage","PathogenDamage_Leave","PathogenDamage_Grape","PathogenLackOf","PathogenLackOf_Leave","PathogenLackOf_Grape","PathogenSampleSize_Leave","PathogenSampleSize_Grape","PestDamage","PestLackOf","PestSampleSize","EMF_Production","EMF_Soil","EMF_Regulation","EMF_N","EMF_MeanScMax","EMF_MeanZscore","EMF_Thresh70"
"12",12,FALSE,6,"06C","06C","Merlot","Conventional","non-tilled","spontaneous vegetation",0,4,10,1,7,3,14.686828,0.286235,14.327493,0.0731,19,2,15,2,12,0,6.03356980421674,17.208955886037,67.4957253456721,8.70178793062438,0.0321055324001189,0.0977881679302465,0.430067333119381,0,0,23.2746312226539,31.9764191532782,67.4957253456721,92.3346616622043,41.9211799520879,0,5844.12265856693,18980.4875928892,10710.178932243,2920.9999031863,247.873877063394,251.661011916508,1106.7921869879,0,0,7729.15169677162,10710.178932243,5738.27985267752,6465.59383894127,1.12674773711575,0,5765.65985997518,25367.392990967,10308.6684872463,3271.42472689153,0,210.382281907491,774.391166530334,0,0,15499.8577934152,10308.6684872463,0.0372093461128823,151.912956556805,916.174215153844,92.3346616622043,271.569270131647,258.976939467138,41.9211799520879,772059.699787056,9,9,2,3,1.5,4,5,3,3,4,1883.75,22852,34,91,8,5,28.3333333333333,4,2.66666666666667,16,17,4,7,7,6.57142857142857,4,3,7,38,2,5,7,2,2,2,2,5,4.5,2,0.591749371175373,0.445523196867615,0.285714285714286,14,0.388172802620432,0.181175726688136,0.142857142857143,14,"2020-03-03",0.91,60,65,61,37.803,"2019.08.02",33,1.24,0.1168,4,0.0144619724339358,0.335506513133277,7,44.0496484058219,7,"No issue/No issue/No issue/No issue/No issue/No issue/No issue",74.8470495961917,11,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",585.633692022948,155.209253444405,4.04962234572248,34.9126040810653,19,23.1578947368421,7,5,4,0.024,0.0333333333333333,0.01,0.976,0.966666666666667,0.99,300,200,0,1,100,0.906116008815869,0.419541710388924,0.583611678109143,14,0.710047717978665,-0.0522440416317895,0.333333333333333
"13",13,FALSE,7,"07B","07B","Sauvignon blanc","Organic","intermediate","spontaneous vegetation",2,3,15,0,14,3,21.100452,0,21,0.100452,4,0,2,2,13,3.19326742797823,18.6360774904877,3.97227147294243,40.9784382037914,9.45702182763056,0.40809264743761,0.136024035672713,17.2436462456175,0.0908551227723994,1.92850385515554,23.0164416108677,32.4734634384983,46.1002094869252,22.1163194305942,21.4177309510312,11580.2543115299,9512.91239481439,7438.43040411895,6049.32011103542,4427.27789214743,382.094826231594,339.622750536528,6098.04524333619,340.268540155725,14445.177585029,6711.58750499483,10691.5840025314,6272.77789765324,6570.75733893032,1.04750358551489,630.453322609298,7274.25796680102,5302.62224885235,6741.53735906377,5638.24383602668,309.224673920604,99.4907374733102,10125.2504073096,326.883993573702,0,6441.07183733251,4787.78640687122,0.0436411031915535,73.2375930079938,160.638446840726,22.1163194305942,190.299497784879,92.6733087880023,21.4177309510312,749035.452867373,11,7,2,1,0.25,4,0.333333333333333,1,3,4,1673,22642.25,46,70.625,8,2,56,2,1.66666666666667,20,25.25,4,8,2,0.75,21,8,4,34.5,2,3,2,2,2,2.5,2,3,1.5,2,0.476277388748087,-0.0471088612543694,0.285714285714286,14,0.315777463579544,-0.15662782542046,0.142857142857143,14,"2020-03-10",0.98,65,63,48.6,35.61655,"2019.07.31",33,2.5825,0.201225,4,0.0204299876694691,0.358334001825932,11,45.9717229537435,12,"No issue/No issue/No issue/No issue/No issue/No issue/Roots/No issue/Roots/No issue/No issue/No issue",70.5341118722915,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",256.585548845508,499.184482756585,94.7705830107039,45.3867292008116,20,22,9,10,4,0.07,0.07,0.07,0.93,0.93,0.93,300,200,0.07,0.93,100,0.866275712949977,0.69786283104674,0.61804530830472,14,0.841956869146151,0.831470565324887,0.666666666666667
"14",14,FALSE,7,"07C","07C","Sauvignon blanc","Conventional","intermediate","spontaneous vegetation",2,7,13,1,10,2,26.07044997,1.08214997,24.9733,0.015,18,2,15,1,14,3.41932150991066,14.3984413606599,4.86543179822564,40.6234792236821,9.7923653366421,0.452421839460745,0.0527621457627421,14.9604564675733,0.0905469876385916,2.33037504111261,19.7162949983463,29.5086603349884,46.3731757747054,14.4522922418117,10.2260799745901,12025.3502294725,6944.84636147081,9141.9572223509,6034.36633198917,4906.52635302852,377.814688907597,396.552083782852,5784.96954032619,340.268540155725,17514.7364685331,5852.36615855003,11858.1510099983,6610.47679969713,6812.09888185382,1.03050038420314,1889.37469003191,3864.82457260791,6559.92403097585,5834.93378030706,7117.80901364956,279.461209563618,0,8444.58606063322,326.883993573702,0,5562.24995199646,4336.83000242698,0.0439954199616194,182.497239036741,245.175942312635,14.4522922418117,314.278851065417,140.191484677002,10.2260799745901,751584.451409625,9,9,2,4,1.5,4,17,4,3,4,2011.25,23116,26,96.625,8,6,68,1,1,14,20,4,7,5,1.57142857142857,NA,NA,7,88,2,7,17.5,2,2,5,2,4,9.5,2,0.565234144287476,0.322806661255055,0.153846153846154,13,0.529576235608924,0.797251278831273,0.307692307692308,13,NA,0.25,68,68,68,38.804,"2019.08.02",33,1.23375,0.1654375,4,0.0178699648386394,0.342237000846701,7,44.6163554712922,10,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Roots/Roots/Roots",67.7208514458376,9,"No issue/No issue/No issue/No issue/No issue/No issue/Open/Open/No issue",611.751754815447,186.847848066001,18.283354778056,30.600865676297,20,21,8,0,4,0.062,0.0133333333333333,0.135,0.938,0.986666666666667,0.865,300,200,0.12,0.88,100,0.939243972483804,0.497919182108575,0.501451213112404,14,0.729299309879791,-0.0242756462195594,0.666666666666667
"15",15,FALSE,8,"08B","08B","Merlot","Organic","intermediate","spontaneous vegetation",3,2,8,0,8,0,26.93635,0,26.93635,0,3,0,3,0,15,0,19.5150406972377,44.3645306030593,21.5822147995681,4.67269008205116,0.159811819941041,0.0338006975386386,8.87138191676312,0,0,62.1527601570876,66.8254502391388,23.4688377627185,126.295953944296,18.9844045524342,0,15659.1851172514,67939.6228078747,7747.38539413045,2385.24482927631,305.918788597686,258.811105426168,5350.76764168809,0,0,28372.6954811931,11096.6053907632,13053.5050949366,21450.5412513671,1.64327826858455,0,20606.6960446936,105154.286846051,6901.61275878381,3486.32468951253,183.132077044203,0,5116.28803263981,0,0,61898.4328320147,6901.61275878381,0.0274171910480025,126.295953944296,660.855882738735,154.240366276722,152.873423836559,155.773722142738,18.9844045524342,765697.527781233,8,7.5,2,4,2.25,4,6.33333333333333,1,3,4,1845.75,17403.75,38,93.375,8,4,15.3333333333333,1,0.333333333333333,12,13.75,4,8,1,2.25,18,9,10,40,2,8,7.5,2,3,9,2,3,6.5,2,0.525867064925331,0.190583897729825,0.214285714285714,14,0.351101322183637,-0.0316455539547784,0.0714285714285714,14,"2020-02-11",1,43,37,25,31.352,"2019.07.30",31,1.16,0.1036025,4,0.0115233314501457,0.318569151662157,10,42.6235225699536,10,"No issue/No issue/Open/No issue/No issue/Roots/No issue/Roots/No issue/Roots",77.5464888662209,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",387.555580874193,186.097425684332,8.6269359923594,51.5239494143545,20,37.7777777777778,9,5,4,0.108,0.18,0,0.892,0.82,1,300,200,0,1,100,0.630718626861684,0.376337716380151,0.650472454298805,14,0.621397473114214,-0.798298257833404,0
"16",16,FALSE,8,"08C","08C","Merlot","Conventional","intermediate","spontaneous vegetation",6,5,13,2,11,2,31.54263,2.025,29.42838,0.08925,18,1,15,2,16,0.145646072372621,24.1015940647423,36.7037176094366,21.682613092031,4.3198017795557,0.178057898506111,0.0357850835773039,12.0438520361948,0,0,59.124077529752,63.4438793093077,23.6875512073366,124.390704709837,57.6094588439701,1131.60153503157,15863.5243835627,40738.6623826237,7692.12188530749,2237.52198057728,230.571031990616,139.016640983318,5280.4701870125,0,0,19416.818931448,7756.51626924499,9153.04696129153,12625.1162184306,1.3793348020416,0,20893.9527477161,62008.5930254329,6986.46255991533,3554.22752458273,175.759346912329,169.4149563123,6057.82300687241,0,0,37834.3538621075,6986.46255991533,0.0286769166658469,159.749230953142,742.077035119302,124.390704709837,135.982942992012,135.212416932214,57.6094588439701,776953.004360104,11,9,2,2,2.25,4,3.66666666666667,1,3,4,1744,19017.75,40,91.625,8,5,29.3333333333333,1,1.33333333333333,7,12,4,8,6,2.875,19,9,6,32.5,2,7,5,2,1,6,2,4,4.5,2,0.500888517612009,0.0394414450394473,0.285714285714286,14,0.358243040085946,0.02269752447122,0.0714285714285714,14,"2020-02-06",1,70,70,67,42.78,"2019.07.30",33,0.58075,0.0717825,4,0.0118655882087024,0.314679988560079,10,42.2960550367587,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",72.5182846162981,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open",240.474855497442,68.8228623773828,10.9401522564009,37.4087063017782,20,34,11,0,4,0.012,0.0133333333333333,0.01,0.988,0.986666666666667,0.99,300,200,0,1,100,1,0.29632480064848,0.588954340883437,14,0.684388586534128,-0.120623792894392,0.333333333333333
"17",17,FALSE,9,"09B","09B","Merlot","Organic","intermediate","spontaneous vegetation",3,3,16,0,16,0,55.205,0,55.205,0,3,0,3,0,17,0,11.8295928876722,37.4284375129637,33.1418867102449,6.56145981183175,0.0764031048160051,0.177448158080445,4.82027662634568,0.103405607537496,0,49.3344335054519,55.8958933172836,33.1418867102449,53.1303237771438,53.1303237771438,0,8114.6446343997,145135.565115923,9275.91755375288,4240.5420452732,197.511278071053,688.087465389515,4163.70791615928,801.948052515509,0,40390.5914156984,9275.91755375288,18707.7864163477,44701.1277196334,2.38943970840781,0,28535.9633033175,176056.56418066,7200.46392762534,4028.66880738909,29.1762290637717,221.339401449819,4181.19082547745,0,0,102999.182856774,7200.46392762534,0.031988670056888,53.1303237771438,473.789240934141,104.420611239293,113.173480374816,295.527262520404,78.0644131330292,775536.328844365,5,2.5,2,5,3.75,4,10.6666666666667,2,3,4,228.5,30330.25,37,96.625,8,4,13,1,1,9,7.5,4,8,1,0.5,8,4,12,51,2,8,10,2,2,8.5,2,5,6.5,2,0.462703003605823,-0.116286416048111,0.142857142857143,14,0.371843170369378,0.130474013818861,0.142857142857143,14,"2020-02-06",2.83,50,42,39.6,32.543,"2019.07.30",33,5.585,0.161395,4,0.0166395880151992,0.310917666119815,7,41.9792674872884,11,"No issue/No issue/No issue/No issue/No issue/No issue/Roots/Roots/No issue/Roots/Roots",70.1757210123699,8,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open",221.278233645773,174.988273134952,1.62290115248594,42.9445665133793,20,68.2352941176471,15,20,4,0,0,0,1,1,1,300,200,0,1,100,0.680352968676952,0.518092297610005,0.833080016876128,14,0.770612422644363,0.523281994313821,0.666666666666667
"18",18,FALSE,9,"09C","09C","Merlot","Conventional","intermediate","spontaneous vegetation",4,6,15,2,12,2,32.95445,1.49205,31.4339,0.0285,22,3,18,1,18,0,10.0214431018411,20.0358181023655,40.8620021747764,10.1991682690757,0.0411077434221037,0.217662147588196,4.55033037538133,0,0,30.0983689476287,40.2975372167044,40.8620021747764,66.073460028683,24.3860649223733,0,25596.5904826249,30705.0766484756,7203.70820097963,8683.51097388198,314.9899859773,555.948758952708,4854.92304654479,0,0,18872.2190390259,7203.70820097963,10503.9837752984,11512.1934093601,1.09598354830218,0,31393.0392858059,41701.2453117525,5348.71592404429,5609.88311992712,0,321.089568773651,4588.65117539001,0,0,37122.0329675082,5348.71592404429,0.0405759980946102,82.8784535333091,528.240680124119,66.073460028683,210.905686781379,439.802790412318,24.3860649223733,766254.626878712,8,7,2,1,0.75,4,9,4,3,4,1060,23747.75,24,69.375,8,2,5,0,0,11,11,4,8,4,1.75,6,6,4,60.5,2,5,7,2,3,10,2,4,2.5,2,0.419804915965064,-0.410058993945304,0.0714285714285714,14,0.288010988388743,-0.292612060413729,0,14,"2020-03-10",0.5,50,50,46,41.754,"2019.07.30",33,3.44,0.125315,4,0.0175887956189444,0.308602463141684,11,41.7843273965298,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",70.6699979501879,11,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/Open",164.806603198712,139.985093023356,1.40476567433715,41.698814798676,20,20,7,0,4,0.002,0,0.005,0.998,1,0.995,300,200,0,1,100,0.845151272290122,0.4333690509419,0.563820829196041,14,0.689290306066657,-0.280049226872946,0.333333333333333
"19",19,FALSE,10,"10B","10B","Merlot","Organic","intermediate","spontaneous vegetation",3,4,12,0,12,0,46.689,0,46.689,0,3,0,3,0,19,0,17.0399586195885,23.7591784930203,43.0944485778022,9.70115391987746,0.0682507633982315,0.0949528291486718,1.19603703482658,2.59805956552673,0,40.8673878760071,50.5685417958845,43.0944485778022,48.0957735904104,23.6034541354095,0,5914.66375255723,22941.1496506502,5284.96373978379,4995.80963037716,175.735703134676,366.734407739263,806.050603240458,20068.8667115528,0,8736.55321472483,5284.96373978379,6927.84198559967,8159.9660167827,1.17785105863329,0,9062.64489471911,34552.9174035998,4861.4982166503,9551.47635153266,167.760027065357,267.693785736773,708.009975774879,0,0,19036.1345206888,4861.4982166503,0.0434687605484575,100.941906994439,165.365289562751,48.0957735904104,44.8561495102691,216.881913988912,23.6034541354095,772455.988994389,9,7.5,2,5,3.75,4,7.33333333333333,3,3,4,2032,23199.75,24,99.625,8,3,9,0,0,18,10,4,8,11,5,18,10,8,32.5,2,6,7.5,2,1,3.5,2,2,1.5,2,0.55024031112385,0.199199395719041,0.285714285714286,14,0.351369580776345,0.00937730582279011,0.0714285714285714,14,"2020-03-02",1,52,45,45,36.3014,"2019.07.31",33,0.51475,0.0685325,4,0.0123523278728517,0.315808468625565,10,42.3910730582725,11,"Roots/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/No issue/No issue",75.0708241311983,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/No issue/No issue",290.792058587772,58.3766369036684,10.2304680142709,43.8308544883476,19,27,14,10,4,0.02,0.0166666666666667,0.025,0.98,0.983333333333333,0.975,300,200,0,1,100,0.745708608829226,0.29830401994684,0.651673697692835,14,0.622882100107006,-0.674062758661089,0.333333333333333
"20",20,FALSE,10,"10C","10C","Merlot","Conventional","non-tilled","spontaneous vegetation",0,6,10,2,7,2,18.50539,1.332,17.14414,0.02925,15,1,12,2,20,0,12.5105213620564,13.5240980231994,55.0632755540522,11.7600726776646,0.09500234448243,0.202798938989442,4.90691181355949,0.0631830079260492,0,26.1296217297382,37.8896944074028,55.0632755540522,104.905062030179,31.8786477518627,0,4830.74315272795,9493.54052578312,5315.23199608839,3948.16008515518,146.715805582795,391.487834685424,1853.32977967928,487.879849571967,0,4825.43565920545,5315.23199608839,3300.05205315662,2985.61110127095,0.904716366038864,0,8108.46075470607,13890.158965191,4402.3149368155,6453.88202051692,63.7637935925833,303.539278140804,1725.79537491134,0,0,9567.90968222673,4402.3149368155,0.0515376965613927,153.069012973559,470.524752691373,104.905062030179,34.3127760617476,198.755021901345,31.8786477518627,772169.394250735,14,21.5,2,3,2.5,4,10.6666666666667,2,3,4,2073,21629,39,64.25,8,3,12.3333333333333,1,1.33333333333333,8,10.25,4,8,10,4.625,12,4,6,19.5,2,9,7,2,1,8,2,4,4,2,0.530476479806803,0.165018085791195,0.285714285714286,14,0.381903026430205,0.183997511074913,0.0714285714285714,14,"2020-03-02",0.3066,54,54,52,36.345,"2019.07.31",33,1.37,0.12857,4,0.0112807691635557,0.286309118070027,12,39.9072277414963,12,"No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/No issue/Open/Open",75.4985340219269,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",500.326082303348,161.485189137584,61.304180002864,41.5294767106917,20,51,14,0,4,0.008,0.0133333333333333,0,0.992,0.986666666666667,1,300,200,0.01,0.99,100,0.810503907032659,0.441571420038168,0.645176630504343,14,0.71060074969024,-0.0439514669139267,0.333333333333333
"21",21,FALSE,11,"11B","11B","Merlot","Organic","intermediate","spontaneous vegetation",3,1,12,0,12,0,15.1222,0,15.1222,0,4,0,4,0,21,0,4.56579336023304,0.713772097993036,68.7924623277309,13.9810824253863,0.211541097717337,0.0117143381473035,9.0235205074485,0.132205003235776,0,4.78939693823524,18.7704793636215,69.4941719454391,55.9941749638584,17.4652870291323,0,3859.05984872789,1854.60540788525,7248.98902701074,5189.60987029699,206.118975993712,91.3126540202647,2907.09393221424,1030.53109517717,0,2042.0285275515,6359.38942343369,2916.01074245064,2375.17128365627,0.814527617844147,0,1548.57272010957,1040.77018848713,5394.17036169825,4243.89288659945,101.343986441523,0,4334.10926821832,0,0,2444.39435038088,5394.17036169825,0.0466176347537312,191.646795323537,401.181938817847,55.9941749638584,454.549527130245,117.761427529952,17.4652870291323,779494.77701635,14,15.5,2,3,1.5,4,6,2,3,4,1767,19287.75,40,85.875,8,5,18.6666666666667,2,0.666666666666667,15,10.5,4,8,5,1,4,3,11,65.5,2,13,11,2,3,15,2,3,8.5,2,0.620581961268631,0.672674626616719,0.428571428571429,14,0.394437047807622,0.191202352946287,0.214285714285714,14,NA,0.5,40,34,38.8,34.1546,"2019.07.30",33,3.7225,0.135995,4,0.0176381029883793,0.366913188021363,9,46.6940904313988,10,"No issue/No issue/Roots/No issue/No issue/Roots/Roots/Open/Roots/Roots",72.0329381121263,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/No issue",156.251822482592,206.822590205756,124.608141904445,54.8765059958264,20,40,12,0,4,0.014,0.0233333333333333,0,0.986,0.976666666666667,1,300,200,0,1,100,0.642046016162426,0.606806299735642,0.650826559554153,14,0.735382278642326,-0.0367969373206046,0.333333333333333
"22",22,FALSE,11,"11C","11C","Merlot","Conventional","non-tilled","spontaneous vegetation",0,4,11,1,10,0,26.53802,0.486,26.05202,0,9,1,8,0,22,0,7.9373072806264,0.807134915283271,64.0961523857621,13.9473893864733,0.210082824910823,0.0829244240804414,9.23111577433319,0.829653478478732,0,6.00618031288675,19.9535696993601,67.0444970936958,59.6942402749062,22.1955763366929,0,9787.03475045022,1564.9568872724,7372.56693577515,5408.52902446201,203.665185036909,214.376632093762,2773.32020295087,2144.82428420139,0,2065.87506803672,15119.3964936441,4956.80641983312,6479.04947060961,1.30710157344166,0,1427.263074694,1402.92550944717,6288.8156714101,4814.60695499828,106.388264086457,116.068559895935,4080.30808602406,2866.35659544538,0,3436.39881785886,6288.8156714101,0.0452427160385151,279.500547908624,272.099591623056,66.2204728221995,328.770798104596,59.6942402749062,22.1955763366929,775561.486754994,10,12.5,2,4,1.5,4,17.6666666666667,5,3,4,2068.5,18784.25,41,96.875,8,3,13,1,3.66666666666667,8,8,4,8,7,1,7,5,13,72.5,2,9,18.5,2,2,14,2,3,9.5,2,0.596311563895985,0.491949959636365,0.357142857142857,14,0.494596486783098,0.633195559841537,0.285714285714286,14,"2020-03-11",0.9,54,54,42.8,32.872,"2019.07.30",33,4.2575,0.0857225,4,0.0156719949747009,0.344807455830051,12,44.8327877808903,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Roots/No issue/No issue/No issue/No issue",73.3551858825871,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/Open",112.038253593865,30.3963238243739,72.815003194074,39.9977259301156,19,42.2222222222222,11,0,4,0.008,0.0133333333333333,0,0.992,0.986666666666667,1,300,200,0,1,100,0.769912509183196,0.463422863196286,0.619090522733415,14,0.698227662592003,-0.206704345050025,0.333333333333333
"23",23,FALSE,12,"12B","12B","Merlot","Organic","non-tilled","spontaneous vegetation",0,5,11,0,11,1,17.3854,0,17.3575,0.0279,5,0,4,1,23,0,11.9284198973397,14.799635119467,47.7849242858517,11.2286581663968,0.0561573901702281,0.133844757574191,13.1535506404002,0,0,26.7842124069769,38.0128705733737,47.7849242858517,164.528430063185,14.3678158093569,0,5955.66608548423,22167.6514703031,5394.19701034067,3822.46802190113,140.192358654613,250.599416225567,2691.71845932624,0,0,9421.16997148065,5394.19701034067,5248.6226316524,7198.30908315667,1.37146630427314,0,6708.97008294436,22273.9043300452,5478.71862892507,3209.02466309951,147.32184042911,205.738988846505,3083.40031946736,0,0,13558.5024397046,5478.71862892507,0.0474122987610297,254.052521392046,560.42967074338,164.528430063185,228.820898160648,370.613201661993,14.3678158093569,748925.608346395,12,14.5,2,5,1.75,4,4.33333333333333,2,3,4,2114.5,22498.25,29,20,8,3,12.3333333333333,2,1.66666666666667,17,34,4,8,6,1.625,11,4,7,34,2,4,3.5,2,2,4,2,2,10,2,0.522282510697016,0.127395906079966,0.214285714285714,14,0.321392529956856,-0.106184871359157,0,14,NA,1.7,47,38,31.6,39.6061,"2019.07.30",33,1.28,0.12008,4,0.0138934310879761,0.345573108564897,10,44.8972557411643,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/Roots/No issue/Roots",72.9343233767794,11,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",148.669164974876,219.507928913449,57.4971730114765,57.223614026859,20,54.1176470588235,12,15,4,0.054,0.07,0.03,0.946,0.93,0.97,300,200,0,1,100,0.734332966005476,0.44376376372271,0.787693046283629,14,0.736956748141423,0.282289509078358,0.666666666666667
"24",24,FALSE,12,"12C","12C","Merlot","Conventional","intermediate","spontaneous vegetation",5,3,10,1,9,1,64.0434998,0.9715998,63.0569,0.015,12,1,10,1,24,0,12.1718510680307,19.6187720429304,45.0158347700901,10.0582161257196,0.0299388040118952,0.122623020012392,12.6875401275162,0.0238213656661449,0,31.820561914973,41.8787780406926,45.0158347700901,85.4726314418425,13.0526884521775,0,5488.55108989672,30078.1983825801,5341.25296312222,3352.30195259405,114.750465069432,234.996838368184,2907.63401273809,182.606679124059,0,11893.8333125154,5341.25296312222,5145.57689573693,9601.8108965829,1.86603195154618,0,6026.48424916425,30253.0513585543,5518.33860449317,3247.82310269329,139.490026502577,215.980366249187,2922.74795187679,0,0,17908.8440795904,5518.33860449317,0.0444251359310546,203.64160617565,488.463148698781,85.4726314418425,223.604276515622,417.674633381041,13.0526884521775,766566.794210212,9,6.5,2,4,1,4,8.33333333333333,2,3,4,2026.75,21908.25,34,97.25,8,3,17.6666666666667,3,2,6,9.5,4,8,12,4.875,8,5,4,18,2,2,1.5,2,1,3.5,2,2,1,2,0.483659584589572,-0.126044452325643,0.285714285714286,14,0.300400913233025,-0.230397727938835,0.0714285714285714,14,"2020-03-11",0.3,51,45,48,41.178,"2019.07.30",33,1.75,0.1571775,4,0.0206397421770859,0.34109383723805,12,44.5201010954438,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue/No issue",72.3968849396188,12,"No issue/No issue/No issue/No issue/No issue/No issue/No issue/Open/No issue/No issue/No issue/No issue",349.302900776755,236.422820555986,54.0533624763511,34.9986927429846,20,30,8,5,4,0.076,0.0533333333333333,0.11,0.924,0.946666666666667,0.89,300,200,0,1,100,0.802704868763775,0.54224412618456,0.592198112526883,14,0.737240557172568,0.0391267654170652,0.666666666666667
